cuidados_thrs,cuidados_thrs_hombres,fac,ingocup,min_year_enoe,max_year_enoe
21,5.894736842105263,172,20000,2018,2023
30,12.742182514358648,421,8600,2018,2023
23,NA,361,10000,2018,2023
29,6,250,19460,2018,2023
14,8,422,8600,2018,2023
6,4,53,10000,2018,2023
29,18.9811320754717,44,20000,2018,2023
51,18.356020942408378,58,12000,2018,2023
40,6,63,18000,2018,2023
23,NA,60,6000,2018,2023
19,NA,95,16000,2018,2023
30,4,74,20000,2018,2023
19,0,66,14000,2018,2023
24,7.3991031390134525,88,16000,2018,2023
27,6.752808988764045,63,12000,2018,2023
33,8,63,24000,2018,2023
28,5.996309963099631,63,13600,2018,2023
19,0,366,5000,2018,2023
43,20.467505241090148,181,10000,2018,2023
35,30.703096539162114,125,14000,2018,2023
12,5.977528089887641,120,15050,2018,2023
24,10,116,15050,2018,2023
40,9.204210526315789,375,11000,2018,2023
36,28,592,10000,2018,2023
22,0,492,30000,2018,2023
23,10,68,17000,2018,2023
21,NA,52,10200,2018,2023
66,8.036363636363637,106,8000,2018,2023
28,1.7757009345794392,57,24000,2018,2023
9,13.901907356948229,98,10750,2018,2023
19,3.4004739336492893,98,7000,2018,2023
7,NA,47,10000,2018,2023
7,0,40,20000,2018,2023
26,0,466,2150,2018,2023
15,7.889666666666667,487,4000,2018,2023
4,3,167,17200,2018,2023
9,27.252747252747252,153,7310,2018,2023
13,4.300768386388584,164,12000,2018,2023
21,11.062857142857142,93,24000,2018,2023
4,9.85735294117647,213,6450,2018,2023
22,8.818823529411764,156,25000,2018,2023
15,5.636655948553055,147,21500,2018,2023
15,NA,175,34000,2018,2023
13,3.51440329218107,140,6000,2018,2023
6,6,186,20000,2018,2023
16,3.5,186,12900,2018,2023
24,50.5,105,6000,2018,2023
30,6.706827309236948,122,6300,2018,2023
8,4.421052631578948,48,16000,2018,2023
59,10.178947368421053,43,10000,2018,2023
35,1.9428571428571428,51,7000,2018,2023
10,2,50,18000,2018,2023
45,12.545454545454545,46,6400,2018,2023
39,10.653992395437262,58,36000,2018,2023
15,5.079207920792079,43,12000,2018,2023
43,21,88,15000,2018,2023
42,45.505050505050505,61,13000,2018,2023
200,114.7090909090909,26,10000,2018,2023
26,4.5,40,20000,2018,2023
16,4.989583333333333,56,10000,2018,2023
